"","vin","stock_number","is_new","year","make","model","body_style","trim","odometer","color","color","price","image_url","url","interior_color","fuel_type"
183,"WBY7Z8C53JVB86892","A49472NA",False,2018,"Bmw","i3","","Hatchback 4D",49443,"White","",22302.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/b4e4e1a42a34ef9e3f93b03d3056ff48239c2dc7.jpg","https://dealer.vip/JzEE_TtOUOSL","",""
184,"1G1YD2D70K5115674","A49466YT",False,2019,"Chevrolet","Corvette","","Coupe 2D 2LT",12959,"Red","",59989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/0bb029df90b4e90d4c1eccd629b9b0e34b1d02fa.jpg","https://dealer.vip/dBA6oV7CyFK4","",""
185,"KNDCE3LGXL5060500","A49453HA",False,2020,"Kia","Niro EV","","Utility 4D E",37410,"Blue","",24989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/efef9ee5b624879ce5d12ff3ea5bc58e8d638967.jpg","https://dealer.vip/uHMAXW7IFtoj","",""
186,"KNDCE3LGXL5065955","A49452HA",False,2020,"Kia","Niro EV","","Utility 4D E",39923,"Gray","",24989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/f838a9b717a03e983b34388f612084402293ab6d.jpg","https://dealer.vip/pTCa7MrE5QSx","",""
187,"WBAHF3C04LWW53847","A49449HA",False,2020,"Bmw","Z4","","Roadster 2D ",61326,"White","",44357.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/dee9eb6a1fe6b8f453f0c527ab5fbcfecb63337c.jpg","https://dealer.vip/R9W_VZUEpxxv","",""
188,"1GCWGBFP6M1303158","A49473NA",False,2021,"Chevrolet Comm","Medium Duty Cargo Van","","2500 Extende",56763,"White","",33200.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/4043fcd7a032fefe8f3ff399288526a4614a1ace.jpg","https://dealer.vip/8lDsLf1Yd_b9","",""
189,"1G1ZG5ST1MF047346","A49463YP",False,2021,"Chevrolet","Malibu","","Sedan 4D RS ",76913,"White","",20300.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/a72aeaa6e32a0cc90cbb348109d6c971023da8de.jpg","https://dealer.vip/4ivW1_SHx3ih","",""
190,"1GNSKDKD0NR201871","A49470NA",False,2022,"Chevrolet","Suburban","","Z71 4WD 5.3L",78891,"White","",59989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/93036a3e4af955b35f5b5e87f3fc92f27d988162.jpg","https://dealer.vip/oMkHVN6-ZC6T","",""
191,"KNDCE3LG3N5140854","A49450HA",False,2022,"Kia","Niro EV","","Utility 4D E",43917,"Blue","",24989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/3a3eaabaf13c94f2fa2be004b3e538d5d1148676.jpg","https://dealer.vip/6jBN2jMacBva","",""
192,"1GCGTCEN0N1111466","A49457WT",False,2022,"Chevrolet","Colorado","","Crew Cab LT ",52824,"Blue","",34300.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/05e7ca601afb3397879ce4439f4b3eebc26f330d.jpg","https://dealer.vip/aBOKi5piZB6k","",""
193,"1C6RR7MT4ES347926","A49474ST",False,2014,"Ram","Ram 1500","","Crew Cab Spo",143025,"Blue","",20487.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/cc36ca3e3f42b07962c8c513e17e8a311c678b7d.jpg","https://dealer.vip/J__ryzh2MO1g","",""
194,"1GC1KVEGXFF672056","A49407YT",False,2015,"Chevrolet","Silverado 2500 HD","","Crew Cab LT ",93821,"Blue","",28998.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/2552d3ebcd0228832bda952d89a09474753700ff.jpg","https://dealer.vip/9UN1-FcBTYlz","",""
195,"3GNKBKRS8RS174883","A49429YT",False,2024,"Chevrolet","Blazer","","Utility 4D R",2990,"Blue","",47989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/c673364e6e3e3de2384a338331a4258bc6e63d6b.jpg","https://dealer.vip/SxQsVILLNebT","",""
196,"WBAJA7C59JG907529","A49431YT",False,2018,"Bmw","5 Series","","Sedan 4D 530",61748,"Gray","",27225.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/ba45bc540d11074f30ded6911ccf129ab404cb5d.jpg","https://dealer.vip/6LYDhq8KHhqK","",""
197,"1C4PJMDN6KD208971","A49442NA",False,2019,"Jeep","Cherokee","","Limited 4WD ",32377,"Silver","",28242.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/5e84451bcdf34a308a7df4a3cd46002b6b1da396.jpg","https://dealer.vip/2brGKK1qABkk","",""
198,"3C4NJDCB7LT149665","A49443NA",False,2020,"Jeep","Compass","","Limited 4WD ",57515,"Gray","",24392.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/9ff2e2b5273c4283b0e0e108f8fa445b1f479f37.jpg","https://dealer.vip/xxCRRRl0eRVU","",""
199,"4S3GTAB64L3705397","A49437SP",False,2020,"Subaru","Impreza","","Wagon 5D i A",31790,"Red","",22467.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/c3b8a2aac532594406b3ad26be54c518a82124d5.jpg","https://dealer.vip/UsYgS3t5MfPq","",""
200,"3GKALMEV0LL200640","A49436NA",False,2020,"GMC","Terrain","","SLE 1.5L I4 ",39049,"White","",24695.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/d4e11ed2e5622e6b18eef5341e7a2dd8948b460d.jpg","https://dealer.vip/EtQU_rMC0W_v","",""
201,"KL7CJPSB2MB312376","A49441YT",False,2021,"Chevrolet","Trax","","Utility 4D L",27532,"Blue","",21989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/9ef11d6147412d1274d69e24e12496d94c32762f.jpg","https://dealer.vip/c7Hhvo5S7NtF","",""
202,"KNDPM3AC7M7889244","A49435NA",False,2021,"Kia","Sportage","","LX Popular 2",96205,"Blue","",18989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/9a35b6c74c66bb2382cc1d313a9938d2e2e7c8ac.jpg","https://dealer.vip/vfPGekowGjDd","",""
203,"1GB4YTEYXNF352974","A49438MT",False,2022,"Chevrolet Comm","3500","","Silverado 35",33560,"White","",64486.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/3bbade2a6e6f51f7808fa472be0bf0497ddc0cc9.jpg","https://dealer.vip/63K9DhO47moK","",""
204,"1G1ZG5STXNF200145","A49433YT",False,2022,"Chevrolet","Malibu","","Sedan 4D RS ",16547,"Gray","",27115.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/6348df4996de7624f9a26866a53310963d07a554.jpg","https://dealer.vip/AOZGtr_jyd1d","",""
205,"3GNAXKEV6NL303804","A49456YT",False,2022,"Chevrolet","Equinox","","Utility 4D L",16343,"Blue","",27445.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/86d7576db1a75362d6b0d359a35447941e96ef57.jpg","https://dealer.vip/QSiiRfS5aH13","",""
206,"KL79MPSL3PB098710","A49444YT",False,2023,"Chevrolet","TrailBlazer","","Utility 4D L",1699,"Red","",30167.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/9ed6fa4216db9c6ab7708269fa766cdd6df4183b.jpg","https://dealer.vip/mzT63X7ArYL0","",""
207,"1GNSKSKD5PR119173","A49432YT",False,2023,"Chevrolet","Tahoe","","Premier",32324,"Red","",77165.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/cc30c5100603a8a17fa19f782f7bbcd67c3fca06.jpg","https://dealer.vip/BnWn4bmTAVf4","",""
208,"3GNAXWEG6RS100142","A49434YT",False,2024,"Chevrolet","Equinox","","Utility 4D R",3947,"Red","",34989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/8d9ef061b9d63ed328564a52d31ba2322a58174f.jpg","https://dealer.vip/ir34enIfu6_R","",""
209,"1C6RR7NM2FS746701","A49424YT",False,2015,"Ram","Ram 1500","","Crew Cab Lar",73706,"Gray","",29315.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/e7ed4fdb77ff75a44c2e128e2207b8745ae9dc57.jpg","https://dealer.vip/iE3XDsO5eA6T","",""
210,"1GCGTCEN1N1111475","A49401YT",False,2022,"Chevrolet","Colorado","","Crew Cab LT ",90086,"Gray","",33330.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/9a74ab8975c3fc08c848eb89e61cb60561519842.jpg","https://dealer.vip/GRPktTvuAkaP","",""
211,"1C6SRFJT8KN772950","A49421YT",False,2019,"Ram","Ram 1500","","Crew Cab Lar",50985,"Blue","",40287.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/1d4eaa89ba228074ef0a4048f26fe4a24646c126.jpg","https://dealer.vip/Ukit5xnVtiK1","",""
212,"3GNKBERS2LS667113","A49413YT",False,2020,"Chevrolet","Blazer","","Utility 4D R",43528,"Blue","",32945.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/e0fa746da9372f42b27cd69f7a8cbcffeb24c812.jpg","https://dealer.vip/NKqF-r3nmVJS","",""
213,"1G11C5SL8EF269456","A49367PT",False,2014,"Chevrolet","Malibu","","Sedan 4D LT ",124157,"Red","",9989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/84e2006b47d28ca4f3817cada72056b2ffa9bbc2.jpg","https://dealer.vip/lSSfRQxhVssh","",""
214,"JN1BJ1AW9NW479007","A49365PT",False,2022,"Nissan","Rogue Sport","","Utility 4D S",18999,"Gray","",24777.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/eae5c518ec30a84abff63e51cd80d9527f6b7e57.jpg","https://dealer.vip/jSF2SoiZ3SJf","",""
215,"1G1JA6SH3G4172591","A49388HA",False,2016,"Chevrolet","Sonic","","Hatchback 5D",98428,"White","",11989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/b786f6ba0849e08e63a69380eb1b72ea70114248.jpg","https://dealer.vip/kmdF9_k7tc3L","",""
216,"JTDKARFP0H3032987","A49390HA",False,2017,"Toyota","Prius Prime","","Liftback 5D ",83210,"Red","",24989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/39102e88e796f5d9683163f31eff417012bf7115.jpg","https://dealer.vip/qccdy30fHX-V","",""
217,"JTDKARFP5H3026019","A49399HA",False,2017,"Toyota","Prius Prime","","Liftback 5D ",75230,"Red","",24989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/d2db5a39762594a5ea9b745ae741fa86226dc359.jpg","https://dealer.vip/KER2lRkQggJJ","",""
218,"ZFBERFAB0J6L25621","A49400PT",False,2018,"Ram","ProMaster City","","Passenger Va",85989,"White","",18989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/71ded2593f30625de810ea9d04831fbeac1ab580.jpg","https://dealer.vip/idtpTtlDJHAi","",""
219,"WBAJB1C50KB375189","A49397HA",False,2019,"Bmw","5 Series E","","Sedan 4D 530",92892,"Blue","",25657.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/6e0d3ec63a4774b0dd27470d66bb1879d9e6b685.jpg","https://dealer.vip/i_YHFm6RFzgC","",""
220,"2GCVKPEC6K1180359","A49370WT",False,2019,"Chevrolet","Silverado 1500 LD","","Extended Cab",61506,"Brown","",30745.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/78724beebf7ccfd53077bd898a6792804c029aa3.jpg","https://dealer.vip/-wgXnmhUuxk_","",""
221,"KL7CJKSB6LB031456","A49394HA",False,2020,"Chevrolet","Trax","","Utility 4D L",26631,"Black","",18342.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/a9e922e06463f67367459b2321419c1a7937c02b.jpg","https://dealer.vip/jugXs5YJ5HvI","",""
222,"5YJ3E1EA1MF095195","A49377HA",False,2021,"Tesla","Model 3","","Sedan 4D Sta",75696,"Gray","",24989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/ab792c6f1a768f3128dfb5cc4dd20bca262b812f.jpg","https://dealer.vip/xwxgWQX7nH4n","",""
223,"5YJ3E1EA0MF086410","A49381NA",False,2021,"Tesla","Model 3","","Sedan 4D Sta",95357,"Gray","",24400.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/a3b9f77b1366fbdc504dcab833fcdae9d9e43fad.jpg","https://dealer.vip/z5dVkvkbfYhA","",""
224,"KMHC65LD2MU251393","A49373HA",False,2021,"Hyundai","Ioniq","","Hatchback 5D",27573,"Blue","",24989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/d1c8e8b836124cf4805fc07fcba32c56b509bd1e.jpg","https://dealer.vip/POm0Ck_XvjAT","",""
225,"1GCHTCEN3M1295787","A49395YT",False,2021,"Chevrolet","Colorado","","Extended Cab",61886,"Blue","",30093.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/4f8aafc1d8aed3f8113fc9f9362e1717bedeb528.jpg","https://dealer.vip/lBQ_5sfyaQDa","",""
226,"KM8R7DHE9MU264953","A49379PT",False,2021,"Hyundai","Palisade","","Utility 4D C",87465,"Red","",40205.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/f3f9b2f60abc0210ef2eda8097d2017cea16d0ad.jpg","https://dealer.vip/pkaM2Mf7p-xz","",""
227,"3GNKBKRS8NS133101","A49402YT",False,2022,"Chevrolet","Blazer","","Utility 4D R",34741,"Red","",38787.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/96ff38262b40547da41c3c62f0021315dd924ad6.jpg","https://dealer.vip/T2SH7-aeletq","",""
228,"1GCUDGED5NZ598843","A49375WT",False,2022,"Chevrolet","Silverado 1500","","Crew Cab LTZ",21328,"White","",54784.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/c083d915706e9794e2a490a4e251625f3223ddf5.jpg","https://dealer.vip/Bb_t5KQXo9Fg","",""
229,"KL8CC6S99FC712249","A49383HA",False,2015,"Chevrolet","Spark","","Hatchback 5D",80869,"Silver","",10989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/c0e50c9b0627b093d179fb635373964bd9b75f5b.jpg","https://dealer.vip/L2tsfBckozvV","",""
230,"2C4RC1BG2FR645164","A49344ET",False,2015,"Chrysler","Town & Country","","Extended Pas",124139,"Black","",8998.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/6642cfca13a806af7b7bcf18a5e4d7267fd4a21c.jpg","https://dealer.vip/bJzoRiEeZ5h2","",""
231,"5YJSA1E14GF164120","A49345HA",False,2016,"Tesla","Model S","","Sedan 4D 70 ",73830,"Red","",26620.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/afa9cb7ad998684a07c80e6d2b315adb4a78589b.jpg","https://dealer.vip/l66Rj2sBGqs-","",""
232,"1G1RD6S54JU109250","A49337HA",False,2018,"Chevrolet","Volt","","Sedan 4D Pre",96030,"Black","",24989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/a8df434f1c8a7c45eeb5741c0a1edab137263b3e.jpg","https://dealer.vip/CGF01w7abTyR","",""
233,"1GCGTDEN7N1136256","A49352PT",False,2022,"Chevrolet","Colorado","","Crew Cab Z71",26002,"Black","",40633.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/3d1248e1b1d627285171b70a5ea71b2bf3166770.jpg","https://dealer.vip/eAj3GqQbq5fJ","",""
234,"1HGCV1F39KA042459","A49362PT",False,2019,"Honda","Accord","","Sedan 4D Spo",49530,"Gray","",23780.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/9542bc8a2805c79ddb050575982be2eda1850f38.jpg","https://dealer.vip/l_z-2t1OAAV-","",""
235,"KMHC75LD0LU225497","A49340HA",False,2020,"Hyundai","Ioniq","","Hatchback 5D",13201,"White","",27846.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/b5197190610b081331a6182d7bead61012653137.jpg","https://dealer.vip/WGtyb_NO_EMe","",""
236,"1C4HJXDN8JW257243","A49366QT",False,2018,"Jeep","Wrangler","","Utility 4D S",79119,"Gray","",32989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/a7a6799eab8814e692eb94cf86161f99a4454adc.jpg","https://dealer.vip/knbtnYCsZ2Rh","",""
237,"4T1BF1FK3EU828609","A49321WT",False,2014,"Toyota","Camry","","Sedan 4D SE ",100308,"Gray","",14043.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/e00915dad7d56aa8d97cb5c2c446d30e582a8d41.jpg","https://dealer.vip/JcAvUylnRapx","",""
238,"5FPYK3F13KB016249","A49324NA",False,2019,"Honda","Ridgeline","","Crew Cab Spo",60614,"Black","",29211.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/08870fe69ab01c8fb128cd29880c17d3b5b5a07c.jpg","https://dealer.vip/RGbb_a3Jj20R","",""
239,"1C6RRFBG9NN348391","A49342GT",False,2022,"Ram","Ram 1500","","Quad Cab Big",22513,"Silver","",39857.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/923fdc08df14cb63483d994d892112f754fd802a.jpg","https://dealer.vip/3kWQC8q0K1kW","",""
240,"2GNAXNEV8M6132445","A49335GT",False,2021,"Chevrolet","Equinox","","Utility 4D P",17171,"Blue","",29558.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/6a7041def9123e80c1904cb043349db5865926f0.jpg","https://dealer.vip/sXGRzVK1j2WY","",""
241,"WA1ECCFS9JR008564","A49291NA",False,2018,"Audi","Q3","","Premium AWD ",98042,"Black","",20972.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/352c1c7f78077a0481c2f6eda3ee685bba3cd641.jpg","https://dealer.vip/adNFLJvhpswT","",""
242,"JTEAAAAH9MJ026765","A49133GT",False,2021,"Toyota","Venza","","Utility 4D L",41707,"White","",0.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/a938ff944d4f28117261503da7f101fa0d08ee41.jpg","https://dealer.vip/fB8XgrRb5JMa","",""
243,"5YJ3E1EA2MF091740","A49293NA",False,2021,"Tesla","Model 3","","Sedan 4D Sta",99152,"White","",25626.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/059afc5392d6777107bfc3d4ca783e2c7b46692f.jpg","https://dealer.vip/o5-Nrt3xDrFt","",""
244,"KNDPNCAC5K7552730","A49292QT",False,2019,"Kia","Sportage","","Utility 4D E",78250,"White","",19474.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/010f62db27517d81a30e55aca1ef6b7c6345ef4c.jpg","https://dealer.vip/N-fG9aJYeHDu","",""
245,"2HGFC1E55KH703363","A49289PT",False,2019,"Honda","Civic","","Sedan 4D SI ",38986,"Red","",27849.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/37fbb3e539eca608941255deea284f42a1441b64.jpg","https://dealer.vip/tu8RFCdsZhYa","",""
246,"1GCRKSE3XBZ117969","A49272PT",False,2011,"Chevrolet","Silverado 1500","","Extended Cab",115170,"Red","",14905.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/db53cc57a5189904859695d8bcfac910def4951f.jpg","https://dealer.vip/HCJhFNSEnZh-","",""
247,"3LN6L2JK6ER822608","A49275CT",False,2014,"Lincoln","MKZ","","Sedan 4D AWD",101618,"Red","",14235.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/02f7dc4f2a5bb94246c36712c275962e2765a033.jpg","https://dealer.vip/POfEkd48HXAz","",""
248,"3GKALMEV5ML369750","A49277PT",False,2021,"GMC","Terrain","","Utility 4D S",31143,"White","",26812.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/2a2df729824644f189cb23dd231a519ccc154736.jpg","https://dealer.vip/GdJ8II7qene0","",""
249,"1GCUYEED0KZ223317","A49276PT",False,2019,"Chevrolet","Silverado 1500","","Crew Cab RST",69091,"Blue","",38011.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/63cf5c2e5de9f27f47bb7a9e9d0efae62580d56e.jpg","https://dealer.vip/JIGqr79NOUdh","",""
250,"ZACCJBBT5GPD33828","A49274GT",False,2016,"Jeep","Renegade","","Utility 4D L",121029,"Silver","",14989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/240067f0618836f2f2feccf17e1bbad537517f32.jpg","https://dealer.vip/BUh04-pqWiE5","",""
251,"1GCVKREC2JZ249422","A49257PT",False,2018,"Chevrolet","Silverado 1500","","Extended Cab",157851,"Silver","",25989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/8e6d970155238e5d0ce409ae60a6109a961e788a.jpg","https://dealer.vip/YIwTDvuiDuwo","",""
252,"3GCUYEEL4LG215889","A49258GP",False,2020,"Chevrolet","Silverado 1500","","Crew Cab RST",77182,"Silver","",42619.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/147bf97d58394983786c62185d17b9a94d2c0ca4.jpg","https://dealer.vip/e7hPznEhkZi8","",""
253,"KL79MMS20MB073863","A49260GT",False,2021,"Chevrolet","TrailBlazer","","Utility 4D L",35823,"Blue","",22989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/a1a955544af8fd3ed557aa2cef8fea9fdb960a5c.jpg","https://dealer.vip/hbH1OUDib73X","",""
254,"1C4RJHAGXN8620488","A49241GT",False,2022,"Jeep","Grand Cherokee","","Utility 4D A",34592,"Gray","",37316.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/68f2f91f5004def859f11af7c180ffa8d1c61e97.jpg","https://dealer.vip/l8oCvJQy9Knh","",""
255,"1GCWGBFP8N1235463","A49251NA",False,2022,"Chevrolet Comm","Medium Duty Cargo Van","","2500 Extende",40628,"White","",44989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/29a608695f13b2d707db4b4cacff1467157c0b4e.jpg","https://dealer.vip/xRBziqtyCz6o","",""
256,"1GNSKRKD1NR121086","A49262YT",False,2022,"Chevrolet","Tahoe","","Utility 4D R",25354,"Blue","",67989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/e8232705a72890cfb86a4a183a0c553319613267.jpg","https://dealer.vip/qX0dYjvwoWWu","",""
257,"1G1ZG5ST9NF112445","A49263GT",False,2022,"Chevrolet","Malibu","","Sedan 4D RS ",20246,"Red","",26459.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/f8d3c81dcd42f4e7e3f2b3a341c56ee08dd0cd40.jpg","https://dealer.vip/WbtijWBTri-Z","",""
258,"1GNSKRKD3MR225366","A49261YT",False,2021,"Chevrolet","Tahoe","","Utility 4D R",67332,"Black","",58930.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/5ec11fae75555005b1fe2050cf76da1822c54fde.jpg","https://dealer.vip/0a3jTXMVbxuq","",""
259,"1G1RB6S52HU169012","A49240HA",False,2017,"Chevrolet","Volt","","Sedan 4D Pre",43988,"Gray","",24989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/915cc7459dcc48c5c108165c45a28d68a5e773ff.jpg","https://dealer.vip/upwgdc0CTm7Y","",""
260,"1C4BJWDG6HL583619","A49215ST",False,2017,"Jeep","Wrangler","","Utility 4D U",54500,"Gray","",27989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/8fb47eb2a90ae408da29b9cabdf5daf7043f0531.jpg","https://dealer.vip/PwSxkPWaixsN","",""
261,"1GTW7AF7XM1264214","A49228HA",False,2021,"GMC Medium Duty","Medium Duty Cargo Van","","2500 Cargo V",35167,"White","",40989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/3a06e930516cfdf0b71712f8e6755b4cba3b1d90.jpg","https://dealer.vip/rZQ04hLAlXGR","",""
262,"1C4HJXFN6MW756916","A49216GT",False,2021,"Jeep","Wrangler","","Utility 4D R",23468,"Gray","",49989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/b93a4085db2f653b444634fa03f576e6527cf740.jpg","https://dealer.vip/WjQnnV27BhHx","",""
263,"1GCWGAFP5N1142720","A49232HA",False,2022,"Chevrolet Comm","Medium Duty Cargo Van","","2500 Cargo V",40236,"White","",39989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/f0f0024a3db34662b66cf6db2c43b64c227a03b7.jpg","https://dealer.vip/bnU1l-JT2nK7","",""
264,"1G1FB3DS2P0134254","A49226GT",False,2023,"Chevrolet","Camaro","","Convertible ",13860,"Blue","",39989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/dad93cf86a7a3a62b59901d572cd2a46660cd36b.jpg","https://dealer.vip/hXuhQmvvFUj9","",""
265,"1GTW7AF7XN1181383","A49230HA",False,2022,"GMC Medium Duty","Medium Duty Cargo Van","","2500 Cargo V",19501,"White","",44989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/3f11dcf475b8dceeee5c2f393e4818670990a14c.jpg","https://dealer.vip/IxeaHyYRcenI","",""
266,"1GTW7AFP7N1157218","A49223HA",False,2022,"GMC Medium Duty","Medium Duty Cargo Van","","2500 Cargo V",34990,"White","",42989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/528a86921146f308039ca2fef07db609589204b9.jpg","https://dealer.vip/LJpmf1IppVw6","",""
267,"1G1FY6S04N4108021","A49212NP",False,2022,"Chevrolet","Bolt EUV","","4D LT Electr",14257,"Gray","",24989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/61170d0e01137d432183f865e7d6f977071d9de6.jpg","https://dealer.vip/LRU462rFwazT","",""
268,"1G1YC3D44N5122288","A49016YT",False,2022,"Chevrolet","Corvette","","Convertible ",538,"Red","",89989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/20149e86c6e82a073d3c144e98e7747633d2d6a2.jpg","https://dealer.vip/iENiqay98Grj","",""
269,"1GTW7AF75N1181372","A49231HA",False,2022,"GMC Medium Duty","Medium Duty Cargo Van","","2500 Cargo V",26588,"White","",44989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/d165c53d72871d2f6b6528dfdd2a683e613dfab6.jpg","https://dealer.vip/WZMrebBDwQx9","",""
270,"1G1RB6S50HU107107","A49200HA",False,2017,"Chevrolet","Volt","","Sedan 4D Pre",83289,"White","",24989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/8e29cc8104dd986529201840afeb89e28a4e94a9.jpg","https://dealer.vip/yAUunH24C9PX","",""
271,"2GCUDDED1P1142168","A49178YP",False,2023,"Chevrolet","Silverado 1500","","Crew Cab LT ",12123,"Gray","",52989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/9e6363f7b61b1973a3b9695ef6013356c94723d6.jpg","https://dealer.vip/9BJTf3lYaCeC","",""
